antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER SMALL'}),0.1244,0.087,0.0312,0.2508038585209003,2.8828029715046015,1.0,0.020377199999999998,1.2186394849785407,0.7459061039463049,0.17314095449500558,0.17941276946429388,0.30471227408803636
frozenset({'HEART OF WICKER SMALL'}),frozenset({'DOTCOM POSTAGE'}),0.087,0.0418,0.0216,0.24827586206896554,5.93961392509487,1.0,0.0179634,1.2746697247706424,0.9108859681148839,0.20149253731343286,0.2154830537142199,0.3825111367761096
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.084,0.041,0.0208,0.2476190476190476,6.039488966318234,1.0,0.017356,1.274620253164557,0.9109422237151495,0.19961612284069097,0.21545260439942399,0.37746806039488967
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'HEART OF WICKER SMALL'}),0.084,0.087,0.0202,0.24047619047619045,2.7640941434044883,1.0,0.012891999999999999,1.2020689655172414,0.6967443469237753,0.13395225464190982,0.16810097532989096,0.23633004926108375
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.084,0.1244,0.02,0.23809523809523808,1.9139488592864797,1.0,0.0095504,1.1492250000000002,0.5213100436681223,0.10615711252653927,0.12984837607953184,0.1994334711376512
frozenset({'HEART OF WICKER SMALL'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.087,0.084,0.0202,0.23218390804597702,2.7640941434044883,1.0,0.012891999999999999,1.1929940119760478,0.6990337587975665,0.13395225464190982,0.16177282537770418,0.23633004926108375
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.1244,0.067,0.0288,0.2315112540192926,3.4553918510342174,1.0,0.0204652,1.2140711297071132,0.811554616516928,0.17712177121771214,0.1763250311032075,0.3306810001439746
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.094,0.1244,0.0212,0.225531914893617,1.8129575152220017,1.0,0.0095064,1.1305824175824177,0.49493939772585277,0.10750507099391482,0.1155001312170135,0.1979749606622426
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.094,0.0378,0.021,0.22340425531914895,5.91016548463357,1.0,0.017446800000000002,1.2389972602739725,0.9169977924944813,0.18953068592057765,0.19289571328117747,0.3894799054373523
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.1244,0.0714,0.0248,0.19935691318327975,2.7921136300179237,1.0,0.01591784,1.159817670682731,0.7330383589501761,0.14502923976608187,0.13779551279698443,0.2733479243787547
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.1244,0.0562,0.0246,0.1977491961414791,3.5186689704889518,1.0,0.01760872,1.1764400801603205,0.8174984308088855,0.15769230769230771,0.1499779573442245,0.3177358080351524
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.1244,0.0506,0.0236,0.18971061093247588,3.7492215599303536,1.0,0.01730536,1.1716801587301588,0.8374577045473902,0.15587846763540292,0.14652476399038958,0.3280568864939059
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CANDLEHOLDER PINK HANGING HEART'}),0.1244,0.033,0.0232,0.1864951768488746,5.651368995420442,1.0,0.0190948,1.1886837944664033,0.9399859800570249,0.17287630402384502,0.15873337833389306,0.44476273993958876
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.1244,0.094,0.0212,0.17041800643086819,1.8129575152220019,1.0,0.0095064,1.0921162790697676,0.5121232233207202,0.10750507099391482,0.08434658546453441,0.1979749606622426
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.1244,0.084,0.02,0.1607717041800643,1.9139488592864797,1.0,0.0095504,1.0914789272030652,0.5453631795340338,0.10615711252653927,0.08381190412670776,0.1994334711376512
